year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Social support Category
2017,6.3784379959106445,11.465143203735352,0.8973498940467834,73.4000015258789,0.9261278510093688,0.1290309876203537,0.1617906838655471,0.7498744130134583,0.1793245524168014,0
2017,4.883991241455078,8.312362670898438,0.6554405093193054,55.54999923706055,0.7777834534645081,-0.1476981490850448,0.7627831101417542,0.5735066533088684,0.3816405534744262,1
2014,4.885072708129883,9.241708755493164,0.618550717830658,61.93999862670898,0.5779379606246948,-0.1317151933908462,0.749142587184906,0.4771801233291626,0.3273501694202423,1
2010,6.853514194488525,10.7783842086792,0.9305701851844788,69.19999694824219,0.8069302439689636,0.0163074787706136,0.6973655819892883,0.7933443188667297,0.2403643280267715,0
2011,5.031173706054688,9.069442749023438,0.947885274887085,58.220001220703125,0.7003456950187683,0.1448514908552169,0.9311588406562804,0.5605531930923462,0.1532325893640518,0
2013,5.402426719665527,8.4406156539917,0.8507155179977417,62.86000061035156,0.7550366520881653,-0.0904061794281005,0.8995604515075684,0.595424234867096,0.1349111795425415,0
2019,4.744627475738525,9.361109733581545,0.8032586574554443,66.4000015258789,0.3850834369659424,-0.0022464604116976,0.740609347820282,0.5444278120994568,0.2151977568864822,0
2016,5.303894996643066,9.563261985778809,0.777271032333374,63.22499847412109,0.7125731706619263,-0.2097998857498169,0.6067708134651184,0.5088365077972412,0.1911171972751617,0
2022,6.66626501083374,10.513203620910645,0.8864467740058899,69.2249984741211,0.8000186085700989,-0.2087998688220977,0.6670247316360474,0.5938921570777893,0.1401658356189727,0
2015,6.532749652862549,10.104988098144531,0.8271418809890747,69.4000015258789,0.7688814401626587,0.032290194183588,0.8115113377571106,0.7521530389785767,0.3327467441558838,0
2005,7.463979244232178,10.809069633483888,0.9473579525947572,70.69999694824219,0.9010077714920044,0.05305431902308666,0.5713422298431396,0.7007394433021545,0.2327947169542312,0
2008,7.280385971069336,10.922825813293455,0.9525872468948364,66.73999786376953,0.8779562711715698,0.248560830950737,0.6684954762458801,0.7742292284965515,0.2268230468034744,0
2021,5.217017650604248,9.30829620361328,0.8407102823257446,66.5999984741211,0.5584869384765625,-0.1159569695591926,0.7119000554084778,0.4980222880840301,0.2577791512012481,0
2012,4.639227390289307,6.803482055664063,0.7695459723472595,50.900001525878906,0.5572862029075623,-0.0373273193836212,0.8074066042900085,0.6261304020881653,0.2296513766050338,0
2007,6.574412345886231,10.722309112548828,0.9122924208641052,70.80000305175781,0.6842970252037048,0.1078157052397728,0.9221965670585632,0.6499481797218323,0.3034456372261047,0
2018,5.682277202606201,9.404485702514648,0.8920798897743225,64.0999984741211,0.8238243460655212,-0.0887375622987747,0.9287198781967164,0.5840497612953186,0.2700724601745605,0
2008,4.291800498962402,8.104195594787598,0.696715772151947,48.720001220703125,0.58025723695755,-0.079203151166439,0.9450027942657472,0.6129121780395508,0.3124849796295166,1
2006,4.70974588394165,8.313640594482422,0.7351785898208618,50.220001220703125,0.6491397619247437,0.0804595723748207,0.8707489967346191,0.7715299129486084,0.1782371699810028,0
2012,3.193468809127808,7.894076347351074,0.5230273008346558,53.52000045776367,0.7689710855484009,-0.114408366382122,0.8059776425361633,0.563014566898346,0.2306645363569259,3
2019,7.157151222229004,10.759778022766112,0.942681074142456,70.0999984741211,0.8540395498275757,0.2639268338680267,0.485092282295227,0.7387860417366028,0.2510144412517547,0
2009,6.296222686767578,9.807747840881348,0.9238614439964294,67.0199966430664,0.8250494599342346,-0.1310271769762039,0.5439478754997253,0.7220203876495361,0.2545444369316101,0
2012,5.363927841186523,10.274958610534668,0.8894545435905457,67.45999908447266,0.6968257427215576,-0.1972086280584335,0.7928526997566223,0.6270431280136108,0.1989667415618896,0
2017,4.585842132568359,8.28720760345459,0.7650949358940125,61.09999847412109,0.9637746810913086,0.0818899497389793,0.8210229277610779,0.6688399910926819,0.4082838296890259,0
2017,6.166837692260742,10.505274772644045,0.9281878471374512,70.3499984741211,0.9208626747131348,-0.0306865535676479,0.8287947177886963,0.5823107957839966,0.2856014370918274,0
2015,6.546896934509277,9.6165771484375,0.9066931009292604,64.69999694824219,0.7989352941513062,-0.0210222750902175,0.7713390588760376,0.6870636343955994,0.3246991038322449,0
2020,4.093991756439209,9.125218391418455,0.7088398933410645,67.5999984741211,0.7785334587097168,-0.1535932719707489,0.8432460765953683,0.5850753153875574,0.30878793444760116,0
2012,7.560147762298584,10.78520393371582,0.929397463798523,71.27999877929688,0.9443821907043456,0.1269543766975402,0.2535431087017059,0.7955110669136047,0.1702261269092559,0
2010,5.8380513191223145,9.245304107666016,0.8392797112464905,65.80000305175781,0.7230790853500366,-0.0689037963747978,0.80563884973526,0.7709160447120667,0.2200137078762054,0
2023,4.292047500610352,8.62022876739502,0.6061500310897827,60.70000076293945,0.5395804047584534,0.0183215159922838,0.6690117716789246,0.7075034976005554,0.3293444514274597,1
2015,5.97236442565918,8.764227867126465,0.9682252407073976,63.5,0.9799371361732484,0.3656486868858337,0.4709169268608093,0.7782019972801208,0.103493794798851,0
2014,6.758147716522217,10.691740036010742,0.9102473258972168,69.63999938964844,0.8570396900177002,0.3491040766239166,0.4841184318065643,0.7402334809303284,0.2511403262615204,0
2018,4.553921699523926,8.717741012573242,0.8194792866706848,60.164296633279804,0.6545345187187195,-0.1627649813890457,0.8137795329093933,0.5283923149108887,0.4189285337924957,0
2014,4.424379348754883,8.531302452087402,0.6214666366577148,58.7400016784668,0.8093829154968262,-0.0306421481072902,0.8321419954299927,0.6510428190231323,0.2845820486545563,1
2008,4.38474178314209,7.524610996246338,0.7743601202964783,52.08000183105469,0.5622117519378662,0.2525386214256286,0.9300317764282228,0.7397633790969849,0.1780470311641693,0
2022,6.6708526611328125,10.10343074798584,0.9048252105712892,67.5,0.8779686093330383,-0.0551780797541141,0.6313366889953613,0.7746942639350891,0.2674849033355713,0
2020,4.640909671783447,7.714449882507324,0.8004611730575562,58.67499923706055,0.6874821186065674,0.1398746073246002,0.8775872588157654,0.7054356336593628,0.4247066676616668,0
2022,4.739677429199219,7.12534236907959,0.7106999158859253,51.75,0.8840880990028381,0.0431350469589233,0.6878216862678528,0.6285983920097351,0.3506879210472107,0
2017,7.103273391723633,10.738656044006348,0.9374952912330629,69.9000015258789,0.8127332925796509,0.2850033938884735,0.4186113476753235,0.7124046683311462,0.2095724195241928,0
2021,5.949120044708252,9.947593688964844,0.886509895324707,63.84999847412109,0.8023645877838135,-0.012897509150207,0.7835320830345154,0.6655663847923279,0.1355237960815429,0
2005,7.169620990753174,9.316228866577148,0.95527845621109,65.5,0.8381980061531067,0.04047739276607093,0.7198000550270081,0.8029288053512573,0.2330136895179748,0
2013,3.660727262496948,9.548055648803713,0.8394244909286499,52.29999923706055,0.7141690254211426,-0.0887124761939048,0.799543023109436,0.7401638627052307,0.1665490865707397,0
2021,6.030537128448486,9.832318305969238,0.8571069836616516,64.4000015258789,0.8593583106994629,-0.0884153395891189,0.6774082183837891,0.7336589097976685,0.275468111038208,0
2015,4.493377208709717,9.145398139953612,0.6844348311424255,60.79999923706055,0.5994599461555481,0.0207313913851976,0.7621671557426453,0.4784125983715057,0.5812669396400452,1
2011,4.073562145233154,7.632026672363281,0.882530152797699,54.060001373291016,0.7360303401947021,-0.0500292517244815,0.8163761496543884,0.7196798920631409,0.1451411545276641,0
2009,5.212841510772705,9.825364112854004,0.7546455264091492,66.73999786376953,0.4558170735836029,-0.2319596856832504,0.8528871536254883,0.4543651640415191,0.3163018524646759,0
2006,5.785868167877197,9.64008331298828,0.9118768572807312,66.77999877929688,0.8065792322158813,-0.125180497765541,0.4766271114349365,0.7011222243309021,0.3061580657958984,0
2013,3.815607070922852,7.307251930236816,0.6725467443466187,55.81999969482422,0.4795503914356231,-0.021556407213211,0.8677076697349548,0.6000773310661316,0.2412308454513549,1
2014,4.541502475738525,9.126399993896484,0.7251507043838501,60.81999969482422,0.6460065841674805,0.0022370826918631,0.7260081171989441,0.5388572812080383,0.5636311173439026,0
2019,7.254841327667236,11.372811317443848,0.943726360797882,71.0999984741211,0.8924586772918701,0.0672667399048805,0.3728035688400268,0.7584224939346313,0.2232998609542846,0
2014,6.671114444732666,10.066884994506836,0.9178704023361206,66.77999877929688,0.7450577616691589,-0.1699784845113754,0.8541916012763977,0.7694680094718933,0.2379128634929657,0
2012,5.096354007720947,10.25141429901123,0.8121411204338074,70.16000366210938,0.3726104199886322,-0.3095762729644775,0.9589089751243592,0.5444107055664062,0.3515062928199768,0
2022,3.3555634021759038,7.290892601013184,0.5033251643180847,58.75,0.7435716390609741,0.0171964019536972,0.7549264430999756,0.5356365442276001,0.3287644386291504,3
2006,6.189050197601318,10.601690292358398,0.882246196269989,68.68000030517578,0.6299096345901489,-0.0349934324622154,0.8458498120307922,0.6825157999992371,0.0943161249160766,0
2011,6.663609027862549,9.560946464538574,0.8843508362770081,67.27999877929688,0.9268818497657776,0.395811527967453,0.9231956005096436,0.8341838121414185,0.116675928235054,0
2006,6.2379584312438965,10.567411422729492,0.8782010674476624,70.16000366210938,0.8361011743545532,0.0120633244514465,0.7124689221382141,0.7042025327682495,0.2532122135162353,0
2009,4.197695732116699,8.167292594909668,0.6331977248191833,53.86000061035156,0.7574777603149414,0.0003899289586115,0.8897383213043213,0.7138515114784241,0.1975901275873184,1
2023,4.390633583068848,8.347352027893066,0.6845864057540894,62.20000076293945,0.695294976234436,0.5478011965751648,0.6863807439804077,0.6340785026550293,0.3577791750431061,1
2009,6.4178242683410645,11.434426307678224,0.8944931030273438,64.36000061035156,0.8649919033050537,0.2301711589097976,0.1837981343269348,0.6728997826576233,0.2580845057964325,0
2016,5.056999683380127,9.310995101928713,0.9474893808364868,60.0,0.759740948677063,0.0833854004740715,0.9004521369934082,0.554553747177124,0.1711717545986175,0
2015,4.812436580657959,8.089492797851562,0.7476118803024292,60.20000076293945,0.7634472250938416,0.2141278386116027,0.8235083818435669,0.4440457820892334,0.3582343757152557,0
2011,6.05708646774292,10.666447639465332,0.9133093357086182,71.19999694824219,0.56773841381073,-0.0234724953770637,0.9334609508514404,0.6101437211036682,0.2655679285526275,0
2010,3.567892551422119,7.030765533447266,0.4833338856697082,42.5,0.6899508833885193,-0.0365314967930316,0.8453769683837891,0.4779152572154999,0.2567052841186523,3
2019,2.6935231685638428,7.697755336761475,0.7591623067855835,53.09999847412109,0.63190758228302,-0.0508742146193981,0.8306518793106079,0.6584336757659912,0.235354334115982,0
2010,4.58552360534668,8.925166130065918,0.9041778445243835,57.79999923706055,0.6309666037559509,0.0934486538171768,0.9275683164596558,0.5594086050987244,0.1500251740217209,0
2014,2.9045350551605225,6.722984790802002,0.5646781325340271,53.380001068115234,0.4313849806785583,-0.0590286143124103,0.8076188564300537,0.6216416954994202,0.2510946393013,3
2022,6.048006534576416,10.251160621643066,0.8146893978118896,65.625,0.9568372964859008,0.207741767168045,0.7890225052833557,0.7669817805290222,0.1906861811876297,0
2018,3.6164798736572266,7.783066272735596,0.7753884792327881,52.625,0.762674868106842,-0.0545837767422199,0.8442086577415466,0.6575235724449158,0.2117258459329605,0
2014,5.945851802825928,9.398794174194336,0.8309631943702698,67.16000366210938,0.7191048264503479,-0.1728024184703827,0.6609349250793457,0.8405736684799194,0.3057929575443268,0
2013,4.976925373077393,8.796467781066895,0.8464131355285645,61.77999877929688,0.9074584245681764,0.0162762124091386,0.7563885450363159,0.7957748770713806,0.3319579660892486,0
2011,5.372039794921875,10.319510459899902,0.8515549898147583,70.08000183105469,0.5281259417533875,-0.3209643959999084,0.9411525130271912,0.5519905686378479,0.3227908015251159,0
2008,6.98646354675293,10.683586120605469,0.953838586807251,69.27999877929688,0.7591441869735718,0.3254651129245758,0.5477691292762756,0.7239524126052856,0.2182965576648712,0
2011,5.892457485198975,9.262930870056152,0.7563045620918274,67.76000213623047,0.7727594971656799,-0.1284000724554062,0.8236649632453918,0.7424664497375488,0.3309212625026703,0
2018,4.499217033386231,8.541788101196289,0.7055560350418091,64.17500305175781,0.9014708399772644,-0.0589018277823925,0.7014212012290955,0.4329648911952972,0.3612377941608429,0
2017,6.191859722137451,10.17404556274414,0.9160290360450744,65.69999694824219,0.8591404557228088,0.009630374610424,0.911336362361908,0.7630259990692139,0.2480988055467605,0
2023,3.4665777683258057,7.411620616912842,0.6014139652252197,56.09999847412109,0.693507194519043,0.1014282703399658,0.8663052916526794,0.5044357776641846,0.4299894571304321,1
2010,5.514286518096924,9.940361976623535,0.9037864804267884,60.400001525878906,0.7848518490791321,-0.220891922712326,0.8227036595344543,0.6554728746414185,0.1489506959915161,0
2007,4.953917026519775,10.147346496582031,0.9306538701057434,65.31999969482422,0.5384981036186218,-0.166310042142868,0.89517742395401,0.6002124547958374,0.2302829921245575,0
2019,7.40401554107666,11.648701667785645,0.9121045470237732,71.5999984741211,0.930321216583252,-0.051407802850008,0.3895984292030334,0.7417380809783936,0.2116398066282272,0
2013,3.674466848373413,8.070134162902832,0.6505895853042603,60.02000045776367,0.9405929446220398,0.1585094630718231,0.8119916319847107,0.669755756855011,0.4403116703033447,1
2022,5.166881561279297,9.748510360717772,0.8495093584060669,66.69999694824219,0.7230889797210693,0.0684907212853431,0.9372150897979736,0.5549653172492981,0.2770909070968628,0
2019,5.908039093017578,10.637160301208496,0.8776509165763855,74.0999984741211,0.8064715266227722,-0.2610065340995788,0.6171878576278687,0.6932767629623413,0.1944103837013244,0
2013,7.320563316345215,10.511643409729004,0.9085158705711364,71.63999938964844,0.7390016317367554,0.1446702182292938,0.8485378623008728,0.6485661864280701,0.4085761606693268,0
2007,5.767275810241699,10.359960556030272,0.8267123103141785,70.23999786376953,0.6558279991149902,-0.0651273503899574,0.8027531504631042,0.6118970513343811,0.2264020889997482,0
2023,5.336585521697998,8.655770301818848,0.6227868795394897,57.09999847412109,0.7531749606132507,-0.0574532933533191,0.6759107112884521,0.6695907711982727,0.3065430819988251,1
2021,5.965057849884033,8.999073028564453,0.7781921029090881,62.04999923706055,0.9052754640579224,-0.0116900764405727,0.7211622595787048,0.7897311449050903,0.3229414820671081,0
2020,6.014198780059815,10.159329414367676,0.7968953847885132,65.67500305175781,0.8778592348098755,0.0956747680902481,0.7469975352287292,0.7214550971984863,0.2881350219249725,0
2016,6.803599834442139,10.984716415405272,0.8967512845993042,66.4749984741211,0.7578930854797363,0.1380158066749572,0.7389195561408997,0.7365739345550537,0.264203816652298,0
2020,5.241077899932861,8.2067232131958,0.7200466394424438,55.17499923706055,0.6745091676712036,0.0417226403951644,0.8365172147750854,0.6262847781181335,0.3864789605140686,0
2014,6.026585102081299,10.594094276428224,0.897899329662323,71.5,0.6235312223434448,-0.0705166310071945,0.919959545135498,0.6587449312210083,0.3560196161270141,0
2019,5.94225025177002,10.118996620178224,0.8691219091415405,70.0,0.659176766872406,-0.1103069111704826,0.8604915738105774,0.7405619621276855,0.3372437953948974,0
2015,5.964075088500977,9.384984016418455,0.8558892011642456,67.5,0.8008704781532288,-0.1196067482233047,0.6658275127410889,0.8164869546890259,0.3229461014270782,0
2020,4.886549949645996,9.539880752563477,0.701217532157898,57.92499923706055,0.5283749103546143,-0.1942215114831924,0.7887093424797058,0.5676388144493103,0.4160360395908355,0
2023,6.456033229827881,10.608960151672363,0.9121345281600952,72.5999984741211,0.778683066368103,-0.0038998248055577,0.674821138381958,0.6545935869216919,0.3251374661922455,0
2015,4.582098484039307,7.630509376525879,0.8301891684532166,53.0,0.6337535381317139,-0.069921888411045,0.8000467419624329,0.6958299279212952,0.2430030107498169,0
2008,3.8464388847351074,7.364132404327393,0.726650595664978,50.31999969482422,0.6120641827583313,-0.1030371561646461,0.8871243596076965,0.5380718111991882,0.3038922250270843,0
2015,5.5597243309021,9.457676887512209,0.9141990542411804,65.5999984741211,0.806124746799469,-0.0189794078469276,0.8628882765769958,0.8315196633338928,0.2185084670782089,0
2006,3.829868078231812,7.014667987823486,0.553878903388977,45.36000061035156,0.7671416401863098,0.1712211221456527,0.6764391660690308,0.6086735725402832,0.2222515493631363,3
2015,5.615404605865479,9.857912063598633,0.8679876923561096,64.30000305175781,0.7745449542999268,-0.089146964251995,0.7481590426926787,0.6516380310058594,0.3689052164554596,0
2011,5.646204948425293,10.12158489227295,0.9045786261558532,67.27999877929688,0.868148922920227,-0.0718888640403747,0.907953143119812,0.6586242318153381,0.2238102257251739,0
2007,4.607322216033936,7.997421264648437,0.5141707062721252,59.63999938964844,0.6045383214950562,0.0238232035189867,0.8061168789863586,0.4842555522918701,0.3131381571292877,3
2022,4.260868072509766,9.266504287719728,0.7547398209571838,67.05000305175781,0.4741892516613006,-0.2334614545106887,0.9084365367889404,0.4582782685756683,0.303687036037445,0
2010,4.758380889892578,7.613899707794189,0.5390751957893372,51.09999847412109,0.6001272201538086,0.1178605407476425,0.7067660689353943,0.5169066786766052,0.2753238081932068,3
